codigo_da_parada;logradouro;bairro;cidade;latitude;longitude
110159;Alto do Refúgio;Nova Descoberta;Recife;-7 59 47.09;-34 55 40.81
110161;Alto do Refúgio;Nova Descoberta;Recife;-7   59 47.22;-34 55 40.72
110162;Alto do Refúgio;Brejo;Recife;-7 59 51.72;-34 55 37.12
110163;Alto do Refúgio;Brejo;Recife;-7 59 56.59;-34 55 33.17
110164;Córrego da Areia;Nova Descoberta;Recife;-8   0 6.08;-34 55 27.15
110165;Córrego da Areia;Nova Descoberta;Recife;-8  0 0.66;-34 55 36.12
110166;Córrego Antônio Rodrigues;Nova Descoberta;Recife;-7 59 58.37;-34  55 41.39
110167;Córrego Antônio Rodrigues;Nova Descoberta;Recife;- 8  0 4.93;-34  55 49.72
110168;Córrego da Areia;Nova Descoberta;Recife;-7 59 58.62;-34  55 40.81
110169;Córrego da Areia;Nova Descoberta;Recife;-8   0 2.38;-34 55 34.54
110170;Córrego da Areia;Nova Descoberta;Recife;-8  0 6.35;-34  55 27.15
110171;Córrego do Joaquim;Nova Descoberta;Recife;-7  59 54.28;-34 55 47.68
110173;Córrego do Joaquim;Nova Descoberta;Recife;-7  59 57.09;-34 55 51.90
110174;Córrego do Joaquim;Nova Descoberta;Recife;-7 59 58.00;-34 55 59.13
110175;Córrego do Joaquim;Nova Descoberta;Recife;-7 59 57.73;-34 55 52.80
110176;Córrego do Joaquim;Nova Descoberta;Recife;-7  59 54.40;-34 55 47.30
110177;Córrego do Joaquim;Nova Descoberta;Recife;-7 59 56.47;-34 55 41.78
110178;Córrego da Areia;Nova Descoberta;Recife;-7 59 58.40;-34  55 39.76
110179;Copa 70;Nova Descoberta;Recife;-8  0 11.65;-34 55 30.07
110180;Alto Jardim Progresso;Nova Descoberta;Recife;-8   0 21.50;-34 55 51.13
110181;Alto Jardim Progresso;Nova Descoberta;Recife;-8 0 21.27;-34 55 46.43
110182;Alto Jardim Progresso;Nova Descoberta;Recife;-8 0 19.80;-34 55 41.8
110183;Alto Jardim Progresso;Nova Descoberta;Recife;-8   0 19.62;-34 55 36.65
110184;Otacílio Azevedo (antiga Estrada do Brejo);Nova Descoberta;Recife;-7 59.362;-34 55.
110185;Alto Jardim Progresso;Nova Descoberta;Recife;-8   0 17.03;-34 55 33.03
110186;Alto Jardim Progresso;Nova Descoberta;Recife;-8   0 19.48;-34 55 37.56
110187;Otacílio Azevedo (antiga Estrada do Brejo);Nova Descoberta;Recife;-7 59.754;-34 55.552
110188;Alto Jardim Progresso;Nova Descoberta;Recife;-8  0 20.77;-34 55 47.24
110189;Alto Jardim Progresso;Nova Descoberta;Recife;-8  0 21.88;-34 55 51.84
110190;Otacílio Azevedo (antiga Estrada do Brejo);Nova Descoberta;Recife;-8 00.138;-34 55.181
110197;Vasco da Gama;Vasco da Gama;Recife;-8 0 27.77;-34 55 15.52
110199;Vasco da Gama;Vasco da Gama;Recife;-8 0 44.66;-34 55 12.94
110200;Vasco da Gama;Vasco da Gama;Recife;-8 0 49.11;-34 55 12.79
110201;Vasco da Gama;Vasco da Gama;Recife;-8 0 56.10;-34 55 13.04
110202;Vasco da Gama;Vasco da Gama;Recife;-8 0 59.50;-34 55 15.46
110203;Vasco da Gama;Vasco da Gama;Recife;-8  1 4.52;-34 55 18.12
110204;Vasco da Gama;Vasco da Gama;Recife;-8 1 11.95;-34 55 17.84
110205;Vasco da Gama;Vasco da Gama;Recife;-8 1 8.22;-34 55 17.43
110206;Vasco da Gama;Vasco da Gama;Recife;-8 1 1.55;-34 55 16.32
110207;Vasco da Gama;Vasco da Gama;Recife;-8 0 53.79;-34 55 12.50
110208;Vasco da Gama;Vasco da Gama;Recife;-8 0 45.35;-34 55 12.60
110209;Vasco da Gama;Vasco da Gama;Recife;-8 0 35.25;-34 55 14.44
110210;Vasco da Gama;Nova Descoberta;Recife;-8 0 20.74;-34 55 16.96
110211;Itaquatiara;Parnamirim;Recife;-8 1 11.41;-34 55 3.14
110212;Dois de Fevereiro;Vasco da Gama;Recife;-8 1 2.13;-34 55 3.85
110213;Dois de Fevereiro;Vasco da Gama;Recife;-8  0 59.59;-34 55 5.48
110214;Dois de Fevereiro;Vasco da Gama;Recife;-8 0 58.12;-34 55 11.06
110215;Treze de Maio;Vasco da Gama;Recife;-8 0 50.68;-34 55 18.94
110216;Recuperação (Pista Lateral da BR 101);Guabiraba;Recife;-8  0 47.74;-34 55 22.02
110217;Treze de Maio;Vasco da Gama;Recife;-8 00.690;-34 55.392
110218;Alto do Novo Mundo;Vasco da Gama;Recife;-8   0 34.29;-34 55 21.25
110219;Alto do Novo Mundo;Vasco da Gama;Recife;-8  0 30.97;-34 55 18.87
110221;Recuperação (Pista Lateral da BR 101);Guabiraba;Recife;-7 59.908;-34 56.111
110222;Treze de Maio;Vasco da Gama;Recife;-8 0 34.53;-34 55 22.28
110223;Treze de Maio;Vasco da Gama;Recife;-8  0 38.36;-34 55 23.06
110224;Treze de Maio;Vasco da Gama;Recife;- 8 0 48.66;-34 55 21.51
110225;BR-101;Passarinho;Recife;-7 58.391;-34 55.305
110226;Dom Luiz;Morro da conceição;Recife;-8 1 14.38;-34 55 1.44
110227;Morro da Conceição;Morro da conceição;Recife;-8 1 10.38;-34 54 49.73
110228;Morro da Conceição;Morro da conceição;Recife;-8 1 8.49;-34 54 55.59
110229;Morro da Conceição;Morro da conceição;Recife;-8 1 10.63;-34 54 55.71
110230;Morro da Conceição;Casa Amarela;Recife;-8 1 14.38;-34 55 1.42
110231;Aldrin;Casa Amarela;Recife;-8 1 34.28;-34 54 25.20
110232;Maragogi;Alto José do Pinho;Recife;-8 1 21.85;-34 54 26.08
110233;Quatro de Outubro;Alto José do Pinho;Recife;-8 1 20.69;-34 54 22.71
110235;Mangabeira;Mangabeira;Recife;-8 1 30.21;-34  54 20.86
110236;Mangabeira;Mangabeira;Recife;-8  1 30.17;-34  54 15.14
110237;Mangabeira;Mangabeira;Recife;-8  1 31.78;-34  54 7.10
110238;Mangabeira;Mangabeira;Recife;-8  1 31.54;-34 54 4.55
110239;Mangabeira;Mangabeira;Recife;- 8 1 31.15;-34 54 10.56
110240;Mangabeira;Mangabeira;Recife;-8 1 29.63;-34 54 15.73
110241;Mangabeira;Mangabeira;Recife;-8 1 30.53;-34  54 22.44
110242;Jacob;Mangabeira;Recife;-8 1 29.53;-34 53 59.42
110243;Jacob;Mangabeira;Recife;-8 1 26.44;-34 53 54.93
110244;Jacob;Mangabeira;Recife;-8  1 30.21;-34  54 1.39
110246;Nova Descoberta;Nova Descoberta;Recife;-7 59 20.71;-34 55 53.34
120001;Velha de Água Fria;Água Fria;Recife;-8 1 33.14;-34 53 51.91
120004;Velha de Água Fria;Bomba do Hemetério;Recife;-8 1 13.30;-34 53 43.99
120005;Velha de Água Fria;Água Fria;Recife;-8 1 20.39;-34 53 49.00
120008;Velha de Água Fria;Bomba do Hemetério;Recife;-8 1 30.24;-34 53 50.59
120009;Bento;Arruda;Recife;-8 1 24.69;-34 53 43.56
120010;Chã de Alegria;Bomba do Hemetério;Recife;-8 1 14.10;-34 54 18.26
120011;Chã de Alegria;Bomba do Hemetério;Recife;-8 1 13.32;-34 54 20.30
120012;Chã de Alegria;Bomba do Hemetério;Recife;-8 1 13.35;-34 54 11.15
120013;Arlindo Cisneiros;Bomba do Hemetério;Recife;-8 1 11.16;-34 54 27.50
120014;Arlindo Cisneiros;Bomba do Hemetério;Recife;-8 1 10.13;-34 54 28.27
120015;Arlindo Cisneiros;Bomba do Hemetério;Recife;-8 1 8.15;-34 54 36.80
120016;Arlindo Cisneiros;Bomba do Hemetério;Recife;-8 1 8.39;-34 54 35.95
120017;Córrego José Grande;Bomba do Hemetério;Recife;-8 0 54.77;-34 54 50.24
120018;Córrego José Grande;Bomba do Hemetério;Recife;-8 0 58.32;-34 54 37.10
120019;Córrego José Grande;Bomba do Hemetério;Recife;-8 1 2.34;-34 54 36.69
120020;Córrego José Grande;Bomba do Hemetério;Recife;-8 1 0.48;-34 54 36.62
120021;Benoby Carvalho de Souza;Bomba do Hemetério;Recife;-8 1 6.88;-34 54 12.58
120022;Benoby Carvalho de Souza;Bomba do Hemetério;Recife;-8 1 9.38;-34 54 12.09
120023;Córrego Antônio Rodrigues;Bomba do Hemetério;Recife;-8 1 2.55;-34 54 14.85
120024;Córrego Antônio Rodrigues;Bomba do Hemetério;Recife;-8 0 56.79;-34 54 14.58
120025;Bomba do Hemetério;Bomba do Hemetério;Recife;-8 1 22.87;-34 53 55.07
120026;Bomba do Hemetério;Bomba do Hemetério;Recife;-8 1 18.49;-34 54 1.14
120027;Bomba do Hemetério;Bomba do Hemetério;Recife;-8 1 13.50;-34 54 8.70
120028;Bomba do Hemetério;Bomba do Hemetério;Recife;-8 1 17.93;-34 54 3.10
120029;Bomba do Hemetério;Bomba do Hemetério;Recife;-8 1 24.32;-34 53 54.26
120030;Beberibe;Beberibe;Recife;-8 0 15.57;-34 53 49.25
120031;Beberibe;Beberibe;Recife;-8 0 16.61;-34 53 43.26
120032;Beberibe;Beberibe;Recife;-8 0 17.37;-34 53 37.39
120033;Beberibe;Beberibe;Recife;-8 0 21.32;-34 53 32.96
120034;Beberibe;Beberibe;Recife;-8 0 27.59;-34 53 24.94
120035;Beberibe;Porto da Madeira;Recife;-8 0 36.29;-34 53 20.84
120036;Beberibe;Água Fria;Recife;-8 0 45.81;-34 53 22.44
120037;Beberibe;Água Fria;Recife;-8 0 56.55;-34 53 27.25
120038;Beberibe;Água Fria;Recife;-8 1 1.70;-34 53 31.86
120039;Beberibe;Água Fria;Recife;-8 1 8.64;-34 53 38.27
120040;Beberibe;Água Fria;Recife;-8 1 21.03;-34 53 38.81
120041;Beberibe;Arruda;Recife;-8 1 33.64;-34 53 36.23
120042;Beberibe;Arruda;Recife;-8 1 46.74;-34 53 33.64
120043;Beberibe;Arruda;Recife;-8 1 54.99;-34 53 31.96
120044;Beberibe;Encruzilhada;Recife;-8 2 2.62;-34 53 30.36
120045;Beberibe;Encruzilhada;Recife;-8 2 10.48;-34 53 28.14
120046;Beberibe;Encruzilhada;Recife;-8 2 7.94;-34 53 28.63
120047;Beberibe;Encruzilhada;Recife;-8 2 1.68;-34 53 29.98
120048;Beberibe;Arruda;Recife;-8 1 53.45;-34 53 31.73
120049;Beberibe;Arruda;Recife;-8 1 42.29;-34 53 33.95
120050;Beberibe;Arruda;Recife;-8 1 36.38;-34 53 35.06
120051;Beberibe;Arruda;Recife;-8 1 28.20;-34 53 36.84
120052;Beberibe;Água Fria;Recife;-8 1 15.46;-34 53 39.50
120053;Beberibe;Água Fria;Recife;-8 1 7.89;-34 53 36.62
120054;Beberibe;Água Fria;Recife;-8 0 59.93;-34 53 29.63
120055;Beberibe;Água Fria;Recife;-8 0 55.46;-34 53 25.48
120056;Beberibe;Cajueiro;Recife;-8 0 45.04;-34 53 21.82
120057;Beberibe;Beberibe;Recife;-8 0 28.77;-34 53 23.26
120058;Beberibe;Beberibe;Recife;-8 0 21.60;-34 53 30.95
120059;Beberibe;Beberibe;Recife;-8 0 17.48;-34 53 36.66
120060;Beberibe;Beberibe;Recife;-8 0 15.74;-34 53 42.12
120061;Beberibe;Beberibe;Recife;-8 0 15.06;-34 53 48.88
120062;Beberibe;Beberibe;Recife;-8  0 12.13;-34 53 50.48
120063;Alegre;Água Fria;Recife;-8 1 18.07;-34 53 35.58
120064;Alegre;Água Fria;Recife;-8 1 12.96;-34 53 33.71
120065;Aníbal Benévolo;Alto santa terezinha;Recife;-8 0 31.64;-34 53 36.09
120066;Aníbal Benévolo;Alto santa terezinha;Recife;-8 0 31.31;-34 53 36.31
120067;Aníbal Benévolo;Alto santa terezinha;Recife;-8 0 27.63;-34 53 45.64
120068;Aníbal Benévolo;Alto santa terezinha;Recife;-8 0 32.81;-34 53 49.13
120069;Aníbal Benévolo;Alto santa terezinha;Recife;-8 0 35.77;-34 53 54.16
120070;Aníbal Benévolo;Alto santa terezinha;Recife;-8 0 36.64;-34 53 57.71
120071;Aníbal Benévolo;Alto santa terezinha;Recife;-8 00.630;-34 54.055
120072;Aníbal Benévolo;Alto do Pascoal;Recife;-8 0 37.84;-34 54 9.48
120073;Aníbal Benévolo;Alto do Pascoal;Recife;-8 0 40.03;-34 54 14.40
120074;Aníbal Benévolo;Alto do Pascoal;Recife;-8 0 44.50;-34 54 17.30
120075;Aníbal Benévolo;Alto do Pascoal;Recife;-8 0 43.92;-34 54 16.59
120076;Aníbal Benévolo;Alto do Pascoal;Recife;-8 0 38.14;-34 54 9.19
120077;Aníbal Benévolo;Alto do Pascoal;Recife;-8 0 37.94;-34 54 2.85
120078;Aníbal Benévolo;Alto santa terezinha;Recife;-8 0 37.27;-34 54 0.13
120079;Aníbal Benévolo;Alto santa terezinha;Recife;-8 0 35.71;-34 53 53.21
120080;Aníbal Benévolo;Alto santa terezinha;Recife;-8 0 30.84;-34 53 47.71
120081;Aníbal Benévolo;Alto santa terezinha;Recife;-8 0 28.17;-34 53 43.43
120083;Tamboara;Alto do Pascoal;Recife;-8 0 50.71;-34 54 21.85
120084;Tamboara;Alto do Pascoal;Recife;-8 0 59.31;-34 54 22.56
120085;Tamboara;Alto do Pascoal;Recife;-8 1 6.79;-34 54 18.85
120086;Tamboara;Alto do Pascoal;Recife;-8 1 6.73;-34 54 18.53
120087;Tamboara;Alto do Pascoal;Recife;-8 0 58.04;-34 54 22.51
120088;Tamboara;Alto do Pascoal;Recife;-8 0 49.99;-34 54 20.76
120093;José Amarino dos Reis (Córrego do Tiro);Linha do tiro;Recife;-8 0 38.80;-34 54 26.42
120094;José Amarino dos Reis (Córrego do Tiro);Linha do tiro;Recife;-8 0 43.15;-34 54 22.94
120095;José Amarino dos Reis (Córrego do Tiro);Linha do tiro;Recife;-8 0 47.75;-34 54 23.15
120096;José Amarino dos Reis (Córrego do Tiro);Linha do tiro;Recife;-8 0 53.43;-34 54 26.49
120097;José Amarino dos Reis (Córrego do Tiro);Linha do tiro;Recife;-8 0 58.16;-34 54 25.76
120098;José Amarino dos Reis (Córrego do Tiro);Linha do tiro;Recife;-8 1 4.48;-34 54 23.89
120099;José Amarino dos Reis (Córrego do Tiro);Linha do tiro;Recife;-8 1 11.64;-34 54 22.47
120100;José Amarino dos Reis (Córrego do Tiro);Linha do tiro;Recife;-8 1 11.18;-34 54 22.39
120101;José Amarino dos Reis (Córrego do Tiro);Linha do tiro;Recife;-8 1 4.63;-34 54 23.55
120102;José Amarino dos Reis (Córrego do Tiro);Linha do tiro;Recife;-8 0 59.41;-34 54 25.51
120103;José Amarino dos Reis (Córrego do Tiro);Linha do tiro;Recife;-8 0 52.15;-34 54 25.66
120104;José Amarino dos Reis (Córrego do Tiro);Linha do tiro;Recife;-8 0 43.98;-34 54 22.26
120105;José Amarino dos Reis (Córrego do Tiro);Linha do tiro;Recife;-8 0 40.27;-34 54 25.21
120106;José Amarino dos Reis (Córrego do Tiro);Linha do tiro;Recife;-8 0 34.98;-34 54 26.40
120107;João XXIII;Alto José Bonifácio;Recife;-8 0 45.59;-34 54 33.65
120108;Alto da Serrinha;Alto José Bonifácio;Recife;-8 0 43.01;-34 54 43.99
120109;Alto José Bonifácio;Alto José Bonifácio;Recife;-8 0 54.21;-34 54 47.34
120110;Alto José Bonifácio;Alto José Bonifácio;Recife;-8 0 46.35;-34 54 48.21
120111;Alto José Bonifácio;Alto José Bonifácio;Recife;-8 0 46.13;-34 54 47.99
120112;Córrego do Bartolomeu;Bomba do Hemetério;Recife;-8 1 23.98;-34 54 42.06
120113;Córrego do Bartolomeu;Bomba do Hemetério;Recife;-8 1 15.94;-34 54 41.65
120114;Córrego do Bartolomeu;Bomba do Hemetério;Recife;-8 1 15.28;-34 54 42.13
120115;Córrego do Bartolomeu;Bomba do Hemetério;Recife;-8 1 23.57;-34 54 42.37
120116;Hidelbrando de Vasconcelos;Dois unidos;Recife;-7 59 18.25;-34 55 4.53
120117;João Cavalcante Petribu;Dois unidos;Recife;-7 59 24.73;-34 54 56.45
120118;Hidelbrando de Vasconcelos;Dois unidos;Recife;-7 59 29.87;-34 54 50.01
120119;Hidelbrando de Vasconcelos;Dois unidos;Recife;-7 59 35.72;-34 54 44.90
120120;Hidelbrando de Vasconcelos;Dois unidos;Recife;-7 59 40.17;-34 54 39.60
120121;Hidelbrando de Vasconcelos;Dois unidos;Recife;-7 59 46.07;-34 54 33.44
120122;Hidelbrando de Vasconcelos;Dois unidos;Recife;-7 59 57.49;-34 54 22.39
120123;Hidelbrando de Vasconcelos;Dois unidos;Recife;-8 0 3.32;-34 54 12.06
120124;Hidelbrando de Vasconcelos;Dois unidos;Recife;-8 0 6.71;-34 54 8.02
120125;Hidelbrando de Vasconcelos;Dois unidos;Recife;-8  0 12.85;-34 54 4.83
120126;Hidelbrando de Vasconcelos;Dois unidos;Recife;-8 00.207;-34 54.084
120127;Hidelbrando de Vasconcelos;Dois unidos;Recife;-8 0 4.79;-34 54 9.18
120128;Hidelbrando de Vasconcelos;Dois unidos;Recife;-7 59 59.76;-34 54 17.73
120129;Hidelbrando de Vasconcelos;Dois unidos;Recife;-7 59 55.81;-34 54 25.38
120130;Hidelbrando de Vasconcelos;Dois unidos;Recife;-7 59 46.42;-34 54 33.07
120131;Hidelbrando de Vasconcelos;Dois unidos;Recife;-7 59 40.45;-34 54 39.05
120132;Hidelbrando de Vasconcelos;Dois unidos;Recife;-7 59.573;-34 54.763
120133;Hidelbrando de Vasconcelos;Dois unidos;Recife;-7 59.494;-34 54.829
120134;Hidelbrando de Vasconcelos;Dois unidos;Recife;-7 59 22.55;-34 54 57.52
120135;Hidelbrando de Vasconcelos;Dois unidos;Recife;-7 59 17.62;-34 55 5.24
120137;Pereira Barreto;Passarinho;Recife;-7 59 14.33;-34 55 4.44
120138;Divisópolis;Dois unidos;Recife;-8 00.010;-34 54.689
120139;Divisópolis;Dois unidos;Recife;-8 0 0.71;-34 54 41.77
120140;Divisópolis;Dois unidos;Recife;-8 0 5.61;-34 54 34.88
120141;Tupiraçaba;Dois unidos;Recife;-8 0 8.16;-34 54 51.14
120142;Tupiraçaba;Dois unidos;Recife;-8 0 0.00;-34 54 49.03
120143;Tupiraçaba;Dois unidos;Recife;-8 0 1.07;-34 54 49.97
120144;Teodoro Sativa;Dois unidos;Recife;-8 0 3.71;-34 54 26.74
120145;Divisópolis;Dois unidos;Recife;-8 0 10.54;-34 54 30.45
120146;Teodoro Sativa;Dois unidos;Recife;-8 0 10.58;-34 54 29.32
120147;Teodoro Sativa;Dois unidos;Recife;-8 0 4.11;-34 54 26.62
120151;Hidelbrando de Vasconcelos;Passarinho;Recife;-07 59 14.16;-34 55 5.94
120152;Pereira Barreto;Passarinho;Recife;-7 59 5.87;-34 55 2.49
120153;Pereira Barreto;Passarinho;Recife;-7 59 7.10;-34 55 2.73
120155;Pereira Barreto;Passarinho;Recife;-7 59 11.66;-34 55 2.84
120156;Uriel de Holanda;Linha do tiro;Recife;-8 0 28.63;-34 54 36.48
120157;Uriel de Holanda;Linha do tiro;Recife;-8 0 29.30;-34 54 34.10
120158;Uriel de Holanda;Linha do tiro;Recife;-8 0 29.55;-34 54 28.50
120159;Uriel de Holanda;Linha do tiro;Recife;-8 0 31.00;-34 54 17.62
120160;Uriel de Holanda;Linha do tiro;Recife;-8 0 28.68;-34 54 11.58
120161;Uriel de Holanda;Linha do tiro;Recife;-8 0 22.12;-34 54 2.98
120162;Uriel de Holanda;Linha do tiro;Recife;-8 0 17.46;-34 53 58.85
120163;Uriel de Holanda;Beberibe;Recife;-8 0 13.25;-34 53 55.86
120164;Uriel de Holanda;Beberibe;Recife;-8 0 12.07;-34 53 54.73
120165;Uriel de Holanda;Linha do tiro;Recife;-8 0 20.53;-34 54 0.61
120166;Uriel de Holanda;Linha do tiro;Recife;-8 0 22.44;-34 54 4.60
120167;Uriel de Holanda;Linha do tiro;Recife;-8 0 27.37;-34 54 10.77
120168;Uriel de Holanda;Linha do tiro;Recife;-8 0 30.67;-34 54 18.65
120169;Uriel de Holanda;Linha do tiro;Recife;-8 0 29.11;-34 54 29.31
120170;Córrego do Euclides;Bomba do Hemetério;Recife;-8 1 5.70;-34 54 43.61
120171;Córrego do Euclides;Bomba do Hemetério;Recife;-8 1 1.79;-34 54 48.19
120172;Córrego do Euclides;Linha do tiro;Recife;-8 0 59.68;-34 54 49.20
120173;Córrego do Euclides;Linha do tiro;Recife;-8 0 54.82;-34 54 50.19
120174;Córrego do Euclides;Linha do tiro;Recife;-8 0 49.89;-34 54 53.29
120175;Córrego do Euclides;Linha do tiro;Recife;-8 0 39.63;-34 54 51.49
120176;Córrego do Euclides;Linha do tiro;Recife;-8 0 29.86;-34 54 45.58
120177;Córrego do Euclides;Linha do tiro;Recife;-8 0 29.90;-34 54 45.97
120178;Córrego do Euclides;Linha do tiro;Recife;-8 0 34.54;-34 54 48.80
120179;Córrego do Euclides;Linha do tiro;Recife;-8 0 40.03;-34 54 52.04
120180;Córrego do Euclides;Linha do tiro;Recife;-8 00.759;-34 54.892
120181;Córrego do Euclides;Linha do tiro;Recife;-8 0 49.37;-34 54 53.66
120182;Córrego do Euclides;Bomba do Hemetério;Recife;-8 1 4.43;-34 54 45.52
120183;Leôncio Rodrigues;Dois unidos;Recife;-8 0 2.95;-34 54 44.73
120184;Leôncio Rodrigues;Dois unidos;Recife;-8 0 7.04;-34 54 44.01
120185;Leôncio Rodrigues;Dois unidos;Recife;-8 0 9.22;-34 54 43.22
120186;Leôncio Rodrigues;Dois unidos;Recife;-8 0 15.77;-34 54 43.25
120187;Leôncio Rodrigues;Dois unidos;Recife;-8 0 15.86;-34 54 43.01
120188;Leôncio Rodrigues;Dois unidos;Recife;-8 0 10.00;-34 54 42.72
120189;Leôncio Rodrigues;Dois unidos;Recife;-8 0 5.73;-34 54 44.43
120190;Chagas Ferreira;Dois unidos;Recife;-8 0 23.21;-34 54 33.35
120191;Chagas Ferreira;Dois unidos;Recife;-8 0 22.97;-34 54 33.46
120192;Chagas Ferreira;Dois unidos;Recife;-8 0 20.78;-34 54 39.22
120193;Chagas Ferreira;Dois unidos;Recife;-8 0 20.62;-34 54 39.04
120202;Mamede Coelho;Dois unidos;Recife;-08 00.393;-34 54.479
120203;Fernando César;Encruzilhada;Recife;-8 2 5.32;-34 53 32.35
120204;Fernando César;Encruzilhada;Recife;-8 2 10.64;-34 53 37.94
120206;Antônio Rangel;Encruzilhada;Recife;-8 2 15.93;-34 53 13.69
120207;Castro Alves;Encruzilhada;Recife;-8 2 21.81;-34 53 15.52
120208;Castro Alves;Encruzilhada;Recife;-8 2 17.84;-34 53 20.45
120209;José dos Anjos;Arruda;Recife;-8 01.664;-34 53.531
120210;Castro Alves;Encruzilhada;Recife;-8 2 14.72;-34 53 24.86
120211;Sebastião Salazar;Cajueiro;Recife;-8 0 40.28;-34 53 1.79
120212;Sebastião Salazar;Cajueiro;Recife;-8 0 36.80;-34 53 6.59
120213;Sebastião Salazar;Cajueiro;Recife;-8 0 35.60;-34 53 12.04
120214;Sebastião Salazar;Cajueiro;Recife;-8 0 37.98;-34 53 18.12
120215;Sebastião Salazar;Cajueiro;Recife;-8 0 38.69;-34 53 18.43
120216;Sebastião Salazar;Cajueiro;Recife;-8 0 36.75;-34 53 14.67
120217;Sebastião Salazar;Cajueiro;Recife;-8 0 38.06;-34 53 5.54
120218;Sebastião Salazar;Cajueiro;Recife;-8 0 41.93;-34 53 0.68
120219;Sebastião Salazar;Campina do barreto;Recife;-8 0 45.08;-34 52 55.89
120220;Wanderley;Cajueiro;Recife;-8 0 46.10;-34 52 58.52
120221;Craveiros;Campina do barreto;Recife;-8 0 51.87;-34 52 53.22
120222;Craveiros;Campina do barreto;Recife;-8 0 44.82;-34 52 51.70
120223;Peixinhos;Campina do barreto;Recife;-8 0 55.46;-34 52 56.54
120224;Peixinhos;Campina do barreto;Recife;-8 0 55.80;-34 52 56.83
120225;Moças;Campina do barreto;Recife;-8 0 56.21;-34 53 1.55
120226;Moças;Campina do barreto;Recife;-8 1 5.85;-34 53 5.50
120227;Moças;Campina do barreto;Recife;-8 1 14.39;-34 53 10.43
120228;Moças;Arruda;Recife;-8 1 23.33;-34 53 13.95
120229;Moças;Arruda;Recife;-8 1 29.01;-34 53 15.98
120230;Moças;Arruda;Recife;-8 1 32.73;-34 53 22.14
120231;Moças;Arruda;Recife;-8 1 32.42;-34 53 18.60
120232;Moças;Arruda;Recife;-8 1 24.98;-34 53 14.14
120233;Moças;Água Fria;Recife;-8 1 17.66;-34 53 11.47
120234;Moças;Água Fria;Recife;-8 01.206;-34 53.149
120235;Moças;Arruda;Recife;-8 1 6.90;-34 53 5.58
120236;Moças;Campina do barreto;Recife;-8 0 56.81;-34 53 1.31
120237;Moças;Arruda;Recife;-8 01.556;-34 53.495
120238;Urbano de Sena;Fundão;Recife;-8 1 0.09;-34 53 9.40
120239;Urbano de Sena;Fundão;Recife;-8 1 1.26;-34 53 14.69
120240;Urbano de Sena;Fundão;Recife;-8 0 59.42;-34 53 7.49
120242;Iguatu;Campina do barreto;Recife;-8 0 58.17;-34 52 57.12
120243;Iguatu;Campina do barreto;Recife;-8 0 58.30;-34 52 56.83
120244;Constância;Campina do barreto;Recife;-8 1 0.03;-34 53 0.22
120245;Constância;Campina do barreto;Recife;-8 1 0.35;-34 53 0.21
120246;Marco Maciel;Chão de estrelas;Recife;-8 1 15.4;-34 52 46.05
120247;Marcílio Dias;Chão de estrelas;Recife;-8 1 17.28;-34 52 50.60
120248;Marcílio Dias;Chão de estrelas;Recife;-8 1 12.38;-34 52 56.05
120249;Marcílio Dias;Chão de estrelas;Recife;-8 1 10.07;-34 53 4.92
120250;Marcílio Dias;Chão de estrelas;Recife;-8 1 10.50;-34 53 4.65
120251;Marcílio Dias;Chão de estrelas;Recife;-8 1 13.28;-34 52 54.28
120252;Marcílio Dias;Chão de estrelas;Recife;-8 1 17.32;-34 52 51.18
120253;Zeferino Agra;Arruda;Recife;-8 01.321;-34 53.437
120254;Zeferino Agra;Arruda;Recife;-8 01.285;-34 53.533
120255;Zeferino Agra;Arruda;Recife;-8 1 17.62;-34 53 31.53
120256;Zeferino Agra;Arruda;Recife;-8 1 19.51;-34 53 26.37
120257;Machado;Água Fria;Recife;-8 1 2.85;-34 53 16.59
120258;Machado;Água Fria;Recife;-8 1 12.70;-34 53 19.48
120259;Machado;Água Fria;Recife;-8 1 5.88;-34 53 16.98
120260;Machado;Arruda;Recife;-8 1 19.50;-34 53 21.64
120261;Machado;Água Fria;Recife;-8 1 12.08;-34 53 18.95
120263;Regeneração;Água Fria;Recife;-8 1 15.38;-34 53 15.52
120264;Regeneração;Água Fria;Recife;-8 1 11.84;-34 53 24.63
120265;Regeneração;Água Fria;Recife;-8 1 9.50;-34 53 30.57
120266;Regeneração;Água Fria;Recife;-8 1 9.95;-34 53 30.62
120267;Regeneração;Água Fria;Recife;-8 1 11.79;-34 53 25.79
120268;Regeneração;Água Fria;Recife;-8 1 14.27;-34 53 19.33
120269;Regeneração;Água Fria;Recife;-8 1 16.49;-34 53 13.94
120270;Belo Jardim;Água Fria;Recife;-8 1 2.49;-34 53 41.82
120271;Belo Jardim;Água Fria;Recife;-8 0 57.06;-34 53 47.11
120272;Sebastião;Água Fria;Recife;-8 0 52.78;-34 53 48.42
120273;Sebastião;Água Fria;Recife;-8 0 41.09;-34 53 40.78
120274;Córrego João Carvoeiro;Água Fria;Recife;-8 0 39.78;-34 53 38.76
120275;Sebastião;Água Fria;Recife;-8 0 41.14;-34 53 41.01
120276;Sebastião;Água Fria;Recife;-8 0 44.96;-34 53 43.50
120277;Sebastião;Água Fria;Recife;-8 0 52.58;-34 53 48.60
120278;Belo Jardim;Água Fria;Recife;-8 0 56.84;-34 53 47.59
